text,clean_text,created_at,date,hour,month,day_of_week,user_location,country,hashtags,sentiment,compound_score,retweet_count,like_count
The destruction in Kyiv is heartbreaking. We stand with Ukraine #StopRussia #Ukraine,the destruction in kyiv is heartbreaking we stand with ukraine #stoprussia #ukraine,2023-11-25 02:47:50.635317,2023-11-25,2,2023-11,Saturday,Germany,Germany,"#stoprussia, #ukraine",Negative,-0.7717,154,298
Russian propaganda is everywhere online. Stay critical. #InfoWar #StopRussia #Zelensky,russian propaganda is everywhere online stay critical #infowar #stoprussia #zelensky,2023-11-25 07:10:46.523261,2023-11-25,7,2023-11,Saturday,Turkey,Turkey,"#infowar, #stoprussia, #zelensky",Negative,-0.5106,17,114
Russia has legitimate security concerns. NATO expansion threatens peace. #Russia #Sanctions #Putin,russia has legitimate security concerns nato expansion threatens peace #russia #sanctions #putin,2023-11-25 11:33:42.411205,2023-11-25,11,2023-11,Saturday,Palestine,Palestine,"#russia, #sanctions, #putin",Positive,0.5106,21,125
Russia has legitimate security concerns. NATO expansion threatens peace. #Russia #Russia,russia has legitimate security concerns nato expansion threatens peace #russia #russia,2023-11-25 15:56:38.299149,2023-11-25,15,2023-11,Saturday,France,France,"#russia, #russia",Positive,0.5106,115,29
Aid must reach Gaza immediately. People are starving. #GazaAid #Gaza #Palestine,aid must reach gaza immediately people are starving #gazaaid #gaza #palestine,2023-11-25 20:19:34.187093,2023-11-25,20,2023-11,Saturday,Ukraine,Ukraine,"#gazaaid, #gaza, #palestine",Negative,-0.4019,39,51
Western media bias against Russia is obvious. Two sides to every story. #RussiaUkraine #Sanctions,western media bias against russia is obvious two sides to every story #russiaukraine #sanctions,2023-11-26 00:42:30.075037,2023-11-26,0,2023-11,Sunday,India,India,"#russiaukraine, #sanctions",Negative,-0.1027,16,40
Aid must reach Gaza immediately. People are starving. #GazaAid #Gaza,aid must reach gaza immediately people are starving #gazaaid #gaza,2023-11-26 05:05:25.962981,2023-11-26,5,2023-11,Sunday,France,France,"#gazaaid, #gaza",Negative,-0.4019,23,28
Praying for peace in Gaza. Too many innocent lives lost. #Gaza #Palestine #Palestine #Gaza,praying for peace in gaza too many innocent lives lost #gaza #palestine #palestine #gaza,2023-11-26 09:28:21.850925,2023-11-26,9,2023-11,Sunday,United Kingdom,UK,"#gaza, #palestine, #palestine, #gaza",Positive,0.7269,50,25
Global oil prices rising due to geopolitical tensions. #UN #Conflict,global oil prices rising due to geopolitical tensions #un #conflict,2023-11-26 13:51:17.738869,2023-11-26,13,2023-11,Sunday,,Other,"#un, #conflict",Negative,-0.6124,15,76
Russian propaganda is everywhere online. Stay critical. #InfoWar #Ukraine #StopRussia,russian propaganda is everywhere online stay critical #infowar #ukraine #stoprussia,2023-11-26 18:14:13.626813,2023-11-26,18,2023-11,Sunday,Italy,Other,"#infowar, #ukraine, #stoprussia",Negative,-0.5106,25,99
Russian forces advancing near Kharkiv. The world watches in horror. #UkraineWar #Zelensky,russian forces advancing near kharkiv the world watches in horror #ukrainewar #zelensky,2023-11-26 22:37:09.514757,2023-11-26,22,2023-11,Sunday,Russia,Russia,"#ukrainewar, #zelensky",Negative,-0.5719,45,314
Propaganda from both sides. Hard to know the truth about #UkraineWar #PeaceNotWar #RussiaUkraine,propaganda from both sides hard to know the truth about #ukrainewar #peacenotwar #russiaukraine,2023-11-27 03:00:05.402701,2023-11-27,3,2023-11,Monday,United States,USA,"#ukrainewar, #peacenotwar, #russiaukraine",Neutral,-0.0258,92,1
International community must act to stop the bloodshed. #Palestine #Gaza,international community must act to stop the bloodshed #palestine #gaza,2023-11-27 07:23:01.290645,2023-11-27,7,2023-11,Monday,Israel,Israel,"#palestine, #gaza",Negative,-0.296,56,80
Zelensky's speech was powerful and moving. Ukraine will not fall. #Ukraine #Ukraine,zelenskys speech was powerful and moving ukraine will not fall #ukraine #ukraine,2023-11-27 11:45:57.178589,2023-11-27,11,2023-11,Monday,France,France,"#ukraine, #ukraine",Positive,0.4215,59,147
Historical context of the conflict is important to understand. #War,historical context of the conflict is important to understand #war,2023-11-27 16:08:53.066533,2023-11-27,16,2023-11,Monday,Australia,Australia,#war,Negative,-0.6597,1,56
Praying for peace in Gaza. Too many innocent lives lost. #Gaza #Palestine #Israel #Hamas,praying for peace in gaza too many innocent lives lost #gaza #palestine #israel #hamas,2023-11-27 20:31:48.954477,2023-11-27,20,2023-11,Monday,Canada,Other,"#gaza, #palestine, #israel, #hamas",Positive,0.7269,13,61
The humanitarian crisis in Gaza is getting worse every day. #GazaUnderAttack #CeasefireNow #Hamas,the humanitarian crisis in gaza is getting worse every day #gazaunderattack #ceasefirenow #hamas,2023-11-28 00:54:44.842421,2023-11-28,0,2023-11,Tuesday,Turkey,Turkey,"#gazaunderattack, #ceasefirenow, #hamas",Negative,-0.802,52,31
The truth about Donbas is more complex than media shows. #RussiaUkraine #Sanctions,the truth about donbas is more complex than media shows #russiaukraine #sanctions,2023-11-28 05:17:40.730365,2023-11-28,5,2023-11,Tuesday,United States,USA,"#russiaukraine, #sanctions",Positive,0.3182,2,97
Russian propaganda is everywhere online. Stay critical. #InfoWar #StopRussia,russian propaganda is everywhere online stay critical #infowar #stoprussia,2023-11-28 09:40:36.618309,2023-11-28,9,2023-11,Tuesday,Russia,Russia,"#infowar, #stoprussia",Negative,-0.5106,57,29
Hamas must release all hostages immediately. #IsraelHamasWar #Israel #GazaUnderAttack,hamas must release all hostages immediately #israelhamaswar #israel #gazaunderattack,2023-11-28 14:03:32.506253,2023-11-28,14,2023-11,Tuesday,Netherlands,Other,"#israelhamaswar, #israel, #gazaunderattack",Neutral,0.0,47,464
Moscow protests against the war — brave Russians standing up. #AntiWar #Putin,moscow protests against the war brave russians standing up #antiwar #putin,2023-11-28 18:26:28.394197,2023-11-28,18,2023-11,Tuesday,,Other,"#antiwar, #putin",Negative,-0.34,39,377
Hamas must release all hostages immediately. #IsraelHamasWar #Palestine #CeasefireNow,hamas must release all hostages immediately #israelhamaswar #palestine #ceasefirenow,2023-11-28 22:49:24.282141,2023-11-28,22,2023-11,Tuesday,Palestine,Palestine,"#israelhamaswar, #palestine, #ceasefirenow",Neutral,0.0,19,384
Aid organizations providing relief in conflict zones. #Peace #HumanitarianCrisis,aid organizations providing relief in conflict zones #peace #humanitariancrisis,2023-11-29 03:12:20.170085,2023-11-29,3,2023-11,Wednesday,,Other,"#peace, #humanitariancrisis",Positive,0.6486,42,21
Israel has the right to defend itself against Hamas attacks. #Israel #Palestine,israel has the right to defend itself against hamas attacks #israel #palestine,2023-11-29 07:35:16.058029,2023-11-29,7,2023-11,Wednesday,Australia,Australia,"#israel, #palestine",Negative,-0.4404,17,211
Israel's response is disproportionate. Too many civilian casualties. #Gaza #IsraelHamasWar,israels response is disproportionate too many civilian casualties #gaza #israelhamaswar,2023-11-29 11:58:11.945972,2023-11-29,11,2023-11,Wednesday,Turkey,Turkey,"#gaza, #israelhamaswar",Neutral,0.0,3,126
Russia has legitimate security concerns. NATO expansion threatens peace. #Russia #Russia #PeaceNotWar,russia has legitimate security concerns nato expansion threatens peace #russia #russia #peacenotwar,2023-11-29 16:21:07.833916,2023-11-29,16,2023-11,Wednesday,Canada,Other,"#russia, #russia, #peacenotwar",Positive,0.5106,10,111
Zelensky's speech was powerful and moving. Ukraine will not fall. #Ukraine #SlavaUkraini,zelenskys speech was powerful and moving ukraine will not fall #ukraine #slavaukraini,2023-11-29 20:44:03.721860,2023-11-29,20,2023-11,Wednesday,Palestine,Palestine,"#ukraine, #slavaukraini",Positive,0.4215,20,92
UN Security Council meeting today on the ongoing conflict. #War,un security council meeting today on the ongoing conflict #war,2023-11-30 01:06:59.609804,2023-11-30,1,2023-11,Thursday,Australia,Australia,#war,Negative,-0.5859,48,73
NATO should do more to support Ukraine. Stop the war now! #NATO #Ukraine #UkraineWar,nato should do more to support ukraine stop the war now #nato #ukraine #ukrainewar,2023-11-30 05:29:55.497748,2023-11-30,5,2023-11,Thursday,Netherlands,Other,"#nato, #ukraine, #ukrainewar",Negative,-0.5289,108,54
Praying for peace in Gaza. Too many innocent lives lost. #Gaza #Palestine #Hamas,praying for peace in gaza too many innocent lives lost #gaza #palestine #hamas,2023-11-30 09:52:51.385692,2023-11-30,9,2023-11,Thursday,Italy,Other,"#gaza, #palestine, #hamas",Positive,0.7269,64,75
Russian propaganda is everywhere online. Stay critical. #InfoWar #NATO #Zelensky,russian propaganda is everywhere online stay critical #infowar #nato #zelensky,2023-11-30 14:15:47.273636,2023-11-30,14,2023-11,Thursday,Palestine,Palestine,"#infowar, #nato, #zelensky",Negative,-0.5106,228,54
The humanitarian crisis in Gaza is getting worse every day. #GazaUnderAttack #GazaUnderAttack,the humanitarian crisis in gaza is getting worse every day #gazaunderattack #gazaunderattack,2023-11-30 18:38:43.161580,2023-11-30,18,2023-11,Thursday,Russia,Russia,"#gazaunderattack, #gazaunderattack",Negative,-0.802,4,128
Peace talks collapsed again. Ceasefire seems distant. #Peace,peace talks collapsed again ceasefire seems distant #peace,2023-11-30 23:01:39.049524,2023-11-30,23,2023-11,Thursday,France,France,#peace,Positive,0.7096,39,303
Economic impact of the war being felt worldwide. #Peace #Conflict,economic impact of the war being felt worldwide #peace #conflict,2023-12-01 03:24:34.937468,2023-12-01,3,2023-12,Friday,Germany,Germany,"#peace, #conflict",Negative,-0.4019,23,346
Israel has the right to defend itself against Hamas attacks. #Israel #IsraelHamasWar #Hamas,israel has the right to defend itself against hamas attacks #israel #israelhamaswar #hamas,2023-12-01 07:47:30.825412,2023-12-01,7,2023-12,Friday,United States,USA,"#israel, #israelhamaswar, #hamas",Negative,-0.4404,27,178
Russia has legitimate security concerns. NATO expansion threatens peace. #Russia #Russia #RussiaUkraine,russia has legitimate security concerns nato expansion threatens peace #russia #russia #russiaukraine,2023-12-01 12:10:26.713356,2023-12-01,12,2023-12,Friday,Canada,Other,"#russia, #russia, #russiaukraine",Positive,0.5106,37,29
Aid must reach Gaza immediately. People are starving. #GazaAid #CeasefireNow #Israel,aid must reach gaza immediately people are starving #gazaaid #ceasefirenow #israel,2023-12-01 16:33:22.601300,2023-12-01,16,2023-12,Friday,Netherlands,Other,"#gazaaid, #ceasefirenow, #israel",Negative,-0.4019,30,248
Russia's economy under massive pressure from sanctions. #RussiaUkraine #Sanctions,russias economy under massive pressure from sanctions #russiaukraine #sanctions,2023-12-01 20:56:18.489244,2023-12-01,20,2023-12,Friday,United States,USA,"#russiaukraine, #sanctions",Negative,-0.296,5,78
Russian forces advancing near Kharkiv. The world watches in horror. #UkraineWar #SlavaUkraini #UkraineWar,russian forces advancing near kharkiv the world watches in horror #ukrainewar #slavaukraini #ukrainewar,2023-12-02 01:19:14.377188,2023-12-02,1,2023-12,Saturday,Canada,Other,"#ukrainewar, #slavaukraini, #ukrainewar",Negative,-0.5719,5,40
Russian propaganda is everywhere online. Stay critical. #InfoWar #StopRussia #Zelensky,russian propaganda is everywhere online stay critical #infowar #stoprussia #zelensky,2023-12-02 05:42:10.265132,2023-12-02,5,2023-12,Saturday,Netherlands,Other,"#infowar, #stoprussia, #zelensky",Negative,-0.5106,61,129
Zelensky's speech was powerful and moving. Ukraine will not fall. #Ukraine #NATO,zelenskys speech was powerful and moving ukraine will not fall #ukraine #nato,2023-12-02 10:05:06.153076,2023-12-02,10,2023-12,Saturday,Turkey,Turkey,"#ukraine, #nato",Positive,0.4215,5,10
Russian forces advancing near Kharkiv. The world watches in horror. #UkraineWar #NATO #Zelensky,russian forces advancing near kharkiv the world watches in horror #ukrainewar #nato #zelensky,2023-12-02 14:28:02.041020,2023-12-02,14,2023-12,Saturday,Russia,Russia,"#ukrainewar, #nato, #zelensky",Negative,-0.5719,21,246
Ukrainian army showing incredible resistance! Proud of their bravery. #SlavaUkraini #UkraineWar,ukrainian army showing incredible resistance proud of their bravery #slavaukraini #ukrainewar,2023-12-02 18:50:57.928964,2023-12-02,18,2023-12,Saturday,France,France,"#slavaukraini, #ukrainewar",Positive,0.7827,130,80
Hamas must release all hostages immediately. #IsraelHamasWar #Israel,hamas must release all hostages immediately #israelhamaswar #israel,2023-12-02 23:13:53.816908,2023-12-02,23,2023-12,Saturday,Canada,Other,"#israelhamaswar, #israel",Neutral,0.0,27,74
Peace talks collapsed again. Ceasefire seems distant. #Conflict,peace talks collapsed again ceasefire seems distant #conflict,2023-12-03 03:36:49.704852,2023-12-03,3,2023-12,Sunday,Turkey,Turkey,#conflict,Neutral,0.0258,25,275
Civilian casualties in Mariupol rising. This is a humanitarian crisis. #Ukraine #NATO,civilian casualties in mariupol rising this is a humanitarian crisis #ukraine #nato,2023-12-03 07:59:45.592796,2023-12-03,7,2023-12,Sunday,Poland,Poland,"#ukraine, #nato",Negative,-0.6249,46,122
Zelensky's speech was powerful and moving. Ukraine will not fall. #Ukraine #StandWithUkraine,zelenskys speech was powerful and moving ukraine will not fall #ukraine #standwithukraine,2023-12-03 12:22:41.480740,2023-12-03,12,2023-12,Sunday,India,India,"#ukraine, #standwithukraine",Positive,0.4215,65,34
Sanctions on Russia will hurt ordinary people most. Not fair. #Sanctions #Putin,sanctions on russia will hurt ordinary people most not fair #sanctions #putin,2023-12-03 16:45:37.368684,2023-12-03,16,2023-12,Sunday,Canada,Other,"#sanctions, #putin",Negative,-0.6849,17,109
Aid must reach Gaza immediately. People are starving. #GazaAid #Palestine #GazaUnderAttack,aid must reach gaza immediately people are starving #gazaaid #palestine #gazaunderattack,2023-12-03 21:08:33.256628,2023-12-03,21,2023-12,Sunday,Turkey,Turkey,"#gazaaid, #palestine, #gazaunderattack",Negative,-0.4019,47,138
Prayers for the people of Ukraine. This war must end. #StandWithUkraine #Ukraine #NATO,prayers for the people of ukraine this war must end #standwithukraine #ukraine #nato,2023-12-04 01:31:29.144572,2023-12-04,1,2023-12,Monday,United Kingdom,UK,"#standwithukraine, #ukraine, #nato",Negative,-0.6833,99,0
The destruction in Kyiv is heartbreaking. We stand with Ukraine #StopRussia #UkraineWar #StandWithUkraine,the destruction in kyiv is heartbreaking we stand with ukraine #stoprussia #ukrainewar #standwithukraine,2023-12-04 05:54:25.032516,2023-12-04,5,2023-12,Monday,Germany,Germany,"#stoprussia, #ukrainewar, #standwithukraine",Negative,-0.7717,39,184
Russian propaganda is everywhere online. Stay critical. #InfoWar #StopRussia #Ukraine,russian propaganda is everywhere online stay critical #infowar #stoprussia #ukraine,2023-12-04 10:17:20.920460,2023-12-04,10,2023-12,Monday,Palestine,Palestine,"#infowar, #stoprussia, #ukraine",Negative,-0.5106,34,143
Refugees fleeing Ukraine into Poland and Romania. Heartbreaking scenes. #StopRussia,refugees fleeing ukraine into poland and romania heartbreaking scenes #stoprussia,2023-12-04 14:40:16.808404,2023-12-04,14,2023-12,Monday,India,India,#stoprussia,Negative,-0.4588,39,9
Peace talks collapsed again. Ceasefire seems distant. #War #Conflict,peace talks collapsed again ceasefire seems distant #war #conflict,2023-12-04 19:03:12.696348,2023-12-04,19,2023-12,Monday,United Kingdom,UK,"#war, #conflict",Negative,-0.5859,9,321
The humanitarian crisis in Gaza is getting worse every day. #GazaUnderAttack #Gaza,the humanitarian crisis in gaza is getting worse every day #gazaunderattack #gaza,2023-12-04 23:26:08.584292,2023-12-04,23,2023-12,Monday,,Other,"#gazaunderattack, #gaza",Negative,-0.802,42,5
The truth about Donbas is more complex than media shows. #RussiaUkraine #PeaceNotWar #Sanctions,the truth about donbas is more complex than media shows #russiaukraine #peacenotwar #sanctions,2023-12-05 03:49:04.472236,2023-12-05,3,2023-12,Tuesday,Italy,Other,"#russiaukraine, #peacenotwar, #sanctions",Positive,0.3182,42,4
Israel has the right to defend itself against Hamas attacks. #Israel #Israel,israel has the right to defend itself against hamas attacks #israel #israel,2023-12-05 08:12:00.360180,2023-12-05,8,2023-12,Tuesday,Italy,Other,"#israel, #israel",Negative,-0.4404,31,181
Hamas must release all hostages immediately. #IsraelHamasWar #IsraelHamasWar,hamas must release all hostages immediately #israelhamaswar #israelhamaswar,2023-12-05 12:34:56.248124,2023-12-05,12,2023-12,Tuesday,Israel,Israel,"#israelhamaswar, #israelhamaswar",Neutral,0.0,24,288
Aid must reach Gaza immediately. People are starving. #GazaAid #Israel #IsraelHamasWar,aid must reach gaza immediately people are starving #gazaaid #israel #israelhamaswar,2023-12-05 16:57:52.136068,2023-12-05,16,2023-12,Tuesday,,Other,"#gazaaid, #israel, #israelhamaswar",Negative,-0.4019,17,96
The destruction in Kyiv is heartbreaking. We stand with Ukraine #StopRussia #StopRussia #Ukraine,the destruction in kyiv is heartbreaking we stand with ukraine #stoprussia #stoprussia #ukraine,2023-12-05 21:20:48.024012,2023-12-05,21,2023-12,Tuesday,Ukraine,Ukraine,"#stoprussia, #stoprussia, #ukraine",Negative,-0.7717,30,10
Both Israelis and Palestinians deserve peace and security. #MiddleEast #CeasefireNow,both israelis and palestinians deserve peace and security #middleeast #ceasefirenow,2023-12-06 01:43:43.911955,2023-12-06,1,2023-12,Wednesday,,Other,"#middleeast, #ceasefirenow",Positive,0.7096,41,343
Western media bias against Russia is obvious. Two sides to every story. #PeaceNotWar #RussiaUkraine,western media bias against russia is obvious two sides to every story #peacenotwar #russiaukraine,2023-12-06 06:06:39.799899,2023-12-06,6,2023-12,Wednesday,Palestine,Palestine,"#peacenotwar, #russiaukraine",Negative,-0.1027,14,48
Prayers for the people of Ukraine. This war must end. #StandWithUkraine #Ukraine #StopRussia,prayers for the people of ukraine this war must end #standwithukraine #ukraine #stoprussia,2023-12-06 10:29:35.687843,2023-12-06,10,2023-12,Wednesday,Germany,Germany,"#standwithukraine, #ukraine, #stoprussia",Negative,-0.6833,47,245
Praying for peace in Gaza. Too many innocent lives lost. #Gaza #Palestine #Palestine,praying for peace in gaza too many innocent lives lost #gaza #palestine #palestine,2023-12-06 14:52:31.575787,2023-12-06,14,2023-12,Wednesday,Russia,Russia,"#gaza, #palestine, #palestine",Positive,0.7269,30,68
Zelensky's speech was powerful and moving. Ukraine will not fall. #Ukraine #NATO #Zelensky,zelenskys speech was powerful and moving ukraine will not fall #ukraine #nato #zelensky,2023-12-06 19:15:27.463731,2023-12-06,19,2023-12,Wednesday,,Other,"#ukraine, #nato, #zelensky",Positive,0.4215,62,55
Israel has the right to defend itself against Hamas attacks. #Israel #Hamas #IsraelHamasWar,israel has the right to defend itself against hamas attacks #israel #hamas #israelhamaswar,2023-12-06 23:38:23.351675,2023-12-06,23,2023-12,Wednesday,United Kingdom,UK,"#israel, #hamas, #israelhamaswar",Negative,-0.4404,52,237
Civilian casualties in Mariupol rising. This is a humanitarian crisis. #Ukraine #SlavaUkraini #StandWithUkraine,civilian casualties in mariupol rising this is a humanitarian crisis #ukraine #slavaukraini #standwithukraine,2023-12-07 04:01:19.239619,2023-12-07,4,2023-12,Thursday,Turkey,Turkey,"#ukraine, #slavaukraini, #standwithukraine",Negative,-0.6249,34,33
The humanitarian crisis in Gaza is getting worse every day. #GazaUnderAttack #Gaza,the humanitarian crisis in gaza is getting worse every day #gazaunderattack #gaza,2023-12-07 08:24:15.127563,2023-12-07,8,2023-12,Thursday,Italy,Other,"#gazaunderattack, #gaza",Negative,-0.802,111,103
Media coverage of the war has been intense this week. #HumanitarianCrisis,media coverage of the war has been intense this week #humanitariancrisis,2023-12-07 12:47:11.015507,2023-12-07,12,2023-12,Thursday,India,India,#humanitariancrisis,Negative,-0.5574,74,19
Russia has legitimate security concerns. NATO expansion threatens peace. #Russia #Sanctions #PeaceNotWar,russia has legitimate security concerns nato expansion threatens peace #russia #sanctions #peacenotwar,2023-12-07 17:10:06.903451,2023-12-07,17,2023-12,Thursday,France,France,"#russia, #sanctions, #peacenotwar",Positive,0.5106,7,14
Ukrainian army showing incredible resistance! Proud of their bravery. #SlavaUkraini #Ukraine,ukrainian army showing incredible resistance proud of their bravery #slavaukraini #ukraine,2023-12-07 21:33:02.791395,2023-12-07,21,2023-12,Thursday,,Other,"#slavaukraini, #ukraine",Positive,0.7827,4,24
International diplomacy efforts ongoing. Summit scheduled for next week. #Conflict,international diplomacy efforts ongoing summit scheduled for next week #conflict,2023-12-08 01:55:58.679339,2023-12-08,1,2023-12,Friday,Netherlands,Other,#conflict,Negative,-0.3182,103,73
The destruction in Kyiv is heartbreaking. We stand with Ukraine #StopRussia #StopRussia #SlavaUkraini,the destruction in kyiv is heartbreaking we stand with ukraine #stoprussia #stoprussia #slavaukraini,2023-12-08 06:18:54.567283,2023-12-08,6,2023-12,Friday,,Other,"#stoprussia, #stoprussia, #slavaukraini",Negative,-0.7717,79,57
Civilian casualties in Mariupol rising. This is a humanitarian crisis. #Ukraine #SlavaUkraini,civilian casualties in mariupol rising this is a humanitarian crisis #ukraine #slavaukraini,2023-12-08 10:41:50.455227,2023-12-08,10,2023-12,Friday,Netherlands,Other,"#ukraine, #slavaukraini",Negative,-0.6249,8,50
Supporting Ukraine but not blindly. Need peace negotiations now. #Russia #RussiaUkraine #Putin,supporting ukraine but not blindly need peace negotiations now #russia #russiaukraine #putin,2023-12-08 15:04:46.343171,2023-12-08,15,2023-12,Friday,United Kingdom,UK,"#russia, #russiaukraine, #putin",Negative,-0.4263,57,265
Zelensky's speech was powerful and moving. Ukraine will not fall. #Ukraine #Ukraine,zelenskys speech was powerful and moving ukraine will not fall #ukraine #ukraine,2023-12-08 19:27:42.231115,2023-12-08,19,2023-12,Friday,,Other,"#ukraine, #ukraine",Positive,0.4215,49,34
Russian forces advancing near Kharkiv. The world watches in horror. #UkraineWar #StandWithUkraine #SlavaUkraini,russian forces advancing near kharkiv the world watches in horror #ukrainewar #standwithukraine #slavaukraini,2023-12-08 23:50:38.119059,2023-12-08,23,2023-12,Friday,Russia,Russia,"#ukrainewar, #standwithukraine, #slavaukraini",Negative,-0.5719,19,3
Supporting Ukraine but not blindly. Need peace negotiations now. #Russia #PeaceNotWar,supporting ukraine but not blindly need peace negotiations now #russia #peacenotwar,2023-12-09 04:13:34.007003,2023-12-09,4,2023-12,Saturday,Ukraine,Ukraine,"#russia, #peacenotwar",Negative,-0.4263,131,32
Russia's economy under massive pressure from sanctions. #RussiaUkraine #Sanctions,russias economy under massive pressure from sanctions #russiaukraine #sanctions,2023-12-09 08:36:29.894947,2023-12-09,8,2023-12,Saturday,Canada,Other,"#russiaukraine, #sanctions",Negative,-0.296,1,47
The humanitarian crisis in Gaza is getting worse every day. #GazaUnderAttack #Hamas,the humanitarian crisis in gaza is getting worse every day #gazaunderattack #hamas,2023-12-09 12:59:25.782891,2023-12-09,12,2023-12,Saturday,Palestine,Palestine,"#gazaunderattack, #hamas",Negative,-0.802,60,162
Ceasefire needed NOW in Gaza. Children are dying. #CeasefireNow #Israel,ceasefire needed now in gaza children are dying #ceasefirenow #israel,2023-12-09 17:22:21.670835,2023-12-09,17,2023-12,Saturday,Russia,Russia,"#ceasefirenow, #israel",Neutral,0.0,56,81
Israel's response is disproportionate. Too many civilian casualties. #Gaza #GazaUnderAttack,israels response is disproportionate too many civilian casualties #gaza #gazaunderattack,2023-12-09 21:45:17.558779,2023-12-09,21,2023-12,Saturday,Germany,Germany,"#gaza, #gazaunderattack",Neutral,0.0,83,171
Western media bias against Russia is obvious. Two sides to every story. #Putin #PeaceNotWar,western media bias against russia is obvious two sides to every story #putin #peacenotwar,2023-12-10 02:08:13.446723,2023-12-10,2,2023-12,Sunday,Italy,Other,"#putin, #peacenotwar",Negative,-0.1027,27,25
NATO should do more to support Ukraine. Stop the war now! #NATO #Ukraine #NATO #StopRussia,nato should do more to support ukraine stop the war now #nato #ukraine #nato #stoprussia,2023-12-10 06:31:09.334667,2023-12-10,6,2023-12,Sunday,United Kingdom,UK,"#nato, #ukraine, #nato, #stoprussia",Negative,-0.5289,43,58
More weapons needed for Ukraine to defend itself. #UkraineSupport #Ukraine #SlavaUkraini,more weapons needed for ukraine to defend itself #ukrainesupport #ukraine #slavaukraini,2023-12-10 10:54:05.222611,2023-12-10,10,2023-12,Sunday,,Other,"#ukrainesupport, #ukraine, #slavaukraini",Negative,-0.4927,53,244
Praying for peace in Gaza. Too many innocent lives lost. #Gaza #Palestine #Palestine,praying for peace in gaza too many innocent lives lost #gaza #palestine #palestine,2023-12-10 15:17:01.110555,2023-12-10,15,2023-12,Sunday,,Other,"#gaza, #palestine, #palestine",Positive,0.7269,46,60
Economic impact of the war being felt worldwide. #War #UN,economic impact of the war being felt worldwide #war #un,2023-12-10 19:39:56.998499,2023-12-10,19,2023-12,Sunday,Ukraine,Ukraine,"#war, #un",Negative,-0.8316,69,403
Aid organizations providing relief in conflict zones. #Conflict,aid organizations providing relief in conflict zones #conflict,2023-12-11 00:02:52.886443,2023-12-11,0,2023-12,Monday,United Kingdom,UK,#conflict,Negative,-0.128,4,190
Prayers for the people of Ukraine. This war must end. #StandWithUkraine #Ukraine #UkraineWar,prayers for the people of ukraine this war must end #standwithukraine #ukraine #ukrainewar,2023-12-11 04:25:48.774387,2023-12-11,4,2023-12,Monday,Netherlands,Other,"#standwithukraine, #ukraine, #ukrainewar",Negative,-0.6833,26,32
International community must act to stop the bloodshed. #Palestine #CeasefireNow,international community must act to stop the bloodshed #palestine #ceasefirenow,2023-12-11 08:48:44.662331,2023-12-11,8,2023-12,Monday,Russia,Russia,"#palestine, #ceasefirenow",Negative,-0.296,8,35
Russian forces advancing near Kharkiv. The world watches in horror. #UkraineWar #SlavaUkraini,russian forces advancing near kharkiv the world watches in horror #ukrainewar #slavaukraini,2023-12-11 13:11:40.550275,2023-12-11,13,2023-12,Monday,,Other,"#ukrainewar, #slavaukraini",Negative,-0.5719,179,58
More weapons needed for Ukraine to defend itself. #UkraineSupport #UkraineWar #NATO,more weapons needed for ukraine to defend itself #ukrainesupport #ukrainewar #nato,2023-12-11 17:34:36.438219,2023-12-11,17,2023-12,Monday,Poland,Poland,"#ukrainesupport, #ukrainewar, #nato",Negative,-0.4927,50,306
Civilian casualties in Mariupol rising. This is a humanitarian crisis. #Ukraine #SlavaUkraini,civilian casualties in mariupol rising this is a humanitarian crisis #ukraine #slavaukraini,2023-12-11 21:57:32.326163,2023-12-11,21,2023-12,Monday,United States,USA,"#ukraine, #slavaukraini",Negative,-0.6249,2,154
Zelensky's speech was powerful and moving. Ukraine will not fall. #Ukraine #SlavaUkraini,zelenskys speech was powerful and moving ukraine will not fall #ukraine #slavaukraini,2023-12-12 02:20:28.214107,2023-12-12,2,2023-12,Tuesday,United States,USA,"#ukraine, #slavaukraini",Positive,0.4215,91,403
Moscow protests against the war — brave Russians standing up. #AntiWar #Russia,moscow protests against the war brave russians standing up #antiwar #russia,2023-12-12 06:43:24.102051,2023-12-12,6,2023-12,Tuesday,Australia,Australia,"#antiwar, #russia",Negative,-0.34,3,37
Western media bias against Russia is obvious. Two sides to every story. #PeaceNotWar #Sanctions,western media bias against russia is obvious two sides to every story #peacenotwar #sanctions,2023-12-12 11:06:19.989995,2023-12-12,11,2023-12,Tuesday,Russia,Russia,"#peacenotwar, #sanctions",Negative,-0.1027,26,280
The truth about Donbas is more complex than media shows. #RussiaUkraine #Putin,the truth about donbas is more complex than media shows #russiaukraine #putin,2023-12-12 15:29:15.877938,2023-12-12,15,2023-12,Tuesday,Ukraine,Ukraine,"#russiaukraine, #putin",Positive,0.3182,7,78
Israel has the right to defend itself against Hamas attacks. #Israel #IsraelHamasWar #Israel,israel has the right to defend itself against hamas attacks #israel #israelhamaswar #israel,2023-12-12 19:52:11.765882,2023-12-12,19,2023-12,Tuesday,Canada,Other,"#israel, #israelhamaswar, #israel",Negative,-0.4404,16,19
Propaganda from both sides. Hard to know the truth about #UkraineWar #Russia #Sanctions,propaganda from both sides hard to know the truth about #ukrainewar #russia #sanctions,2023-12-13 00:15:07.653826,2023-12-13,0,2023-12,Wednesday,,Other,"#ukrainewar, #russia, #sanctions",Neutral,-0.0258,9,130
